11:49:15 [SESSION] logging to C:\Users\user\Documents\avigilon-ptz-dashboard\backend\logs\session-20260714-114915-9556.log
12:32:22 [DETECT] inference took 0.23s
12:32:23 [DETECT] inference took 0.22s
12:32:24 [DETECT] inference took 0.23s
12:32:25 [DETECT] inference took 0.22s
12:32:26 [DETECT] inference took 0.23s
12:32:27 [DETECT] inference took 0.22s
12:32:28 [DETECT] inference took 0.23s
12:32:29 [DETECT] inference took 0.22s
12:32:30 [DETECT] inference took 0.22s
12:32:31 [DETECT] inference took 0.23s
12:32:32 [DETECT] inference took 0.22s
12:32:33 [DETECT] inference took 0.23s
12:32:34 [DETECT] inference took 0.22s
12:32:35 [DETECT] inference took 0.23s
12:32:36 [DETECT] inference took 0.22s
12:32:37 [DETECT] inference took 0.23s
12:32:38 [DETECT] inference took 0.22s
12:32:39 [DETECT] inference took 0.23s
12:32:40 [DETECT] inference took 0.22s
12:32:41 [DETECT] inference took 0.22s
12:32:42 [DETECT] inference took 0.23s
12:32:43 [DETECT] inference took 0.23s
12:32:44 [DETECT] inference took 0.22s
12:32:45 [DETECT] inference took 0.23s
12:32:46 [DETECT] inference took 0.22s
12:32:47 [DETECT] inference took 0.23s
12:32:48 [DETECT] inference took 0.22s
12:32:49 [DETECT] inference took 0.23s
12:32:50 [DETECT] inference took 0.22s
12:32:51 [DETECT] inference took 0.22s
12:32:52 [DETECT] inference took 0.23s
12:32:53 [DETECT] inference took 0.22s
12:32:54 [DETECT] inference took 0.23s
12:32:55 [DETECT] inference took 0.22s
12:32:56 [DETECT] inference took 0.23s
12:32:57 [DETECT] inference took 0.22s
12:32:59 [DETECT] inference took 0.23s
12:33:00 [DETECT] inference took 0.22s
12:33:01 [DETECT] inference took 0.23s
12:33:02 [DETECT] inference took 0.23s
12:33:03 [DETECT] inference took 0.22s
12:33:04 [DETECT] inference took 0.22s
12:33:05 [DETECT] inference took 0.24s
12:33:06 [DETECT] inference took 0.24s
12:33:07 [DETECT] inference took 0.24s
12:33:08 [DETECT] inference took 0.24s
12:33:09 [DETECT] inference took 0.24s
12:33:10 [DETECT] inference took 0.24s
12:33:11 [DETECT] inference took 0.25s
12:33:12 [DETECT] inference took 0.24s
12:33:13 [DETECT] inference took 0.24s
12:33:14 [DETECT] inference took 0.22s
12:33:15 [DETECT] inference took 0.24s
12:33:16 [DETECT] inference took 0.22s
12:33:17 [DETECT] inference took 0.22s
12:33:18 [DETECT] inference took 0.20s
12:33:19 [DETECT] inference took 0.22s
12:33:20 [DETECT] inference took 0.20s
12:33:21 [DETECT] inference took 0.22s
12:33:22 [DETECT] inference took 0.20s
12:33:23 [DETECT] inference took 0.20s
12:33:24 [DETECT] inference took 0.22s
12:33:25 [DETECT] inference took 0.20s
12:33:26 [DETECT] inference took 0.22s
12:33:27 [DETECT] inference took 0.20s
12:33:28 [DETECT] inference took 0.22s
12:33:29 [DETECT] inference took 0.20s
12:33:30 [DETECT] inference took 0.27s
12:33:31 [DETECT] inference took 0.28s
12:33:32 [DETECT] inference took 0.30s
12:33:33 [DETECT] inference took 0.30s
12:33:34 [DETECT] inference took 0.31s
12:33:35 [DETECT] inference took 0.20s
12:33:36 [DETECT] inference took 0.22s
12:33:37 [DETECT] inference took 0.20s
12:33:38 [DETECT] inference took 0.20s
12:33:39 [DETECT] inference took 0.22s
12:33:40 [DETECT] inference took 0.22s
12:33:41 [DETECT] inference took 0.20s
12:33:42 [DETECT] inference took 0.22s
12:33:43 [DETECT] inference took 0.20s
12:33:44 [DETECT] inference took 0.20s
12:33:45 [DETECT] inference took 0.22s
12:33:46 [DETECT] inference took 0.22s
12:33:47 [DETECT] inference took 0.20s
12:33:48 [DETECT] inference took 0.20s
12:33:49 [DETECT] inference took 0.22s
12:33:50 [DETECT] inference took 0.22s
12:33:51 [DETECT] inference took 0.22s
12:33:52 [DETECT] inference took 0.20s
12:33:53 [DETECT] inference took 0.20s
12:33:54 [DETECT] inference took 0.25s
12:33:55 [DETECT] inference took 0.20s
12:33:56 [DETECT] inference took 0.22s
12:33:57 [DETECT] inference took 0.20s
12:33:58 [DETECT] inference took 0.20s
12:33:59 [DETECT] inference took 0.22s
12:34:00 [DETECT] inference took 0.22s
12:34:01 [DETECT] inference took 0.22s
12:34:02 [DETECT] inference took 0.22s
12:34:03 [DETECT] inference took 0.20s
12:34:04 [DETECT] inference took 0.22s
12:34:05 [DETECT] inference took 0.20s
12:34:06 [DETECT] inference took 0.22s
12:34:07 [DETECT] inference took 0.22s
12:34:08 [DETECT] inference took 0.20s
12:34:09 [DETECT] inference took 0.22s
12:34:10 [DETECT] inference took 0.20s
12:34:11 [DETECT] inference took 0.22s
12:34:12 [DETECT] inference took 0.22s
12:34:13 [DETECT] inference took 0.22s
12:34:14 [DETECT] inference took 0.20s
12:34:15 [DETECT] inference took 0.20s
12:34:16 [DETECT] inference took 0.20s
12:34:17 [DETECT] inference took 0.22s
12:34:18 [DETECT] inference took 0.20s
12:34:19 [DETECT] inference took 0.20s
12:34:20 [DETECT] inference took 0.22s
12:34:21 [DETECT] inference took 0.20s
12:34:22 [DETECT] inference took 0.20s
12:34:23 [DETECT] inference took 0.22s
12:34:24 [DETECT] inference took 0.22s
12:34:25 [DETECT] inference took 0.20s
12:34:26 [DETECT] inference took 0.22s
12:34:27 [DETECT] inference took 0.22s
12:34:28 [DETECT] inference took 0.20s
12:34:29 [DETECT] inference took 0.20s
12:34:30 [DETECT] inference took 0.22s
12:34:31 [DETECT] inference took 0.20s
12:34:32 [DETECT] inference took 0.20s
12:34:33 [DETECT] inference took 0.22s
12:34:34 [DETECT] inference took 0.20s
12:34:35 [DETECT] inference took 0.22s
12:34:36 [DETECT] inference took 0.20s
12:34:37 [DETECT] inference took 0.20s
12:34:38 [DETECT] inference took 0.20s
12:34:39 [DETECT] inference took 0.22s
12:34:40 [DETECT] inference took 0.20s
12:34:41 [DETECT] inference took 0.22s
12:34:42 [DETECT] inference took 0.20s
12:34:43 [DETECT] inference took 0.20s
12:34:44 [DETECT] inference took 0.22s
12:34:45 [DETECT] inference took 0.20s
12:34:46 [DETECT] inference took 0.20s
12:34:47 [DETECT] inference took 0.22s
12:34:48 [DETECT] inference took 0.20s
12:34:49 [DETECT] inference took 0.20s
12:34:50 [DETECT] inference took 0.22s
12:34:51 [DETECT] inference took 0.20s
12:34:52 [DETECT] inference took 0.22s
12:34:53 [DETECT] inference took 0.20s
12:34:54 [DETECT] inference took 0.22s
12:34:55 [DETECT] inference took 0.20s
12:34:56 [DETECT] inference took 0.22s
12:34:57 [DETECT] inference took 0.22s
12:34:58 [DETECT] inference took 0.20s
12:34:59 [DETECT] inference took 0.22s
12:35:00 [DETECT] inference took 0.22s
12:35:01 [DETECT] inference took 0.20s
12:35:02 [DETECT] inference took 0.22s
12:35:03 [DETECT] inference took 0.20s
12:35:04 [DETECT] inference took 0.31s
12:35:05 [DETECT] inference took 0.30s
12:35:06 [DETECT] inference took 0.30s
12:35:07 [DETECT] inference took 0.28s
12:35:08 [DETECT] inference took 0.28s
12:35:09 [DETECT] inference took 0.22s
12:35:10 [DETECT] inference took 0.20s
12:35:11 [DETECT] inference took 0.22s
12:35:12 [DETECT] inference took 0.22s
12:35:13 [DETECT] inference took 0.20s
12:35:14 [DETECT] inference took 0.22s
12:35:15 [DETECT] inference took 0.22s
12:35:16 [DETECT] inference took 0.20s
12:35:17 [DETECT] inference took 0.20s
12:35:18 [DETECT] inference took 0.22s
12:35:19 [DETECT] inference took 0.22s
12:35:20 [DETECT] inference took 0.22s
12:35:21 [DETECT] inference took 0.20s
12:35:22 [DETECT] inference took 0.20s
12:35:23 [DETECT] inference took 0.22s
12:35:24 [DETECT] inference took 0.20s
12:35:25 [DETECT] inference took 0.22s
12:35:26 [DETECT] inference took 0.22s
12:35:27 [DETECT] inference took 0.20s
12:35:28 [DETECT] inference took 0.22s
12:35:29 [DETECT] inference took 0.22s
12:35:30 [DETECT] inference took 0.22s
12:35:31 [DETECT] inference took 0.20s
12:35:32 [DETECT] inference took 0.22s
12:35:33 [DETECT] inference took 0.22s
12:35:34 [DETECT] inference took 0.20s
12:35:35 [DETECT] inference took 0.28s
12:35:36 [DETECT] inference took 0.28s
12:35:37 [DETECT] inference took 0.28s
12:35:38 [DETECT] inference took 0.28s
12:35:39 [DETECT] inference took 0.30s
12:35:40 [DETECT] inference took 0.22s
12:35:41 [DETECT] inference took 0.22s
12:35:42 [DETECT] inference took 0.20s
12:35:43 [DETECT] inference took 0.20s
12:35:44 [DETECT] inference took 0.22s
12:35:45 [DETECT] inference took 0.20s
12:35:46 [DETECT] inference took 0.22s
12:35:47 [DETECT] inference took 0.22s
12:35:48 [DETECT] inference took 0.20s
12:35:49 [DETECT] inference took 0.22s
12:35:50 [DETECT] inference took 0.20s
12:35:51 [DETECT] inference took 0.20s
12:35:52 [DETECT] inference took 0.22s
12:35:53 [DETECT] inference took 0.20s
12:35:54 [DETECT] inference took 0.22s
12:35:55 [DETECT] inference took 0.20s
12:35:56 [DETECT] inference took 0.22s
12:35:57 [DETECT] inference took 0.22s
12:35:58 [DETECT] inference took 0.20s
12:35:59 [DETECT] inference took 0.20s
12:36:00 [DETECT] inference took 0.22s
12:36:01 [DETECT] inference took 0.20s
12:36:02 [DETECT] inference took 0.20s
12:36:03 [DETECT] inference took 0.22s
12:36:04 [DETECT] inference took 0.22s
12:36:05 [DETECT] inference took 0.23s
12:36:06 [DETECT] inference took 0.22s
12:36:07 [DETECT] inference took 0.22s
12:36:08 [DETECT] inference took 0.25s
12:36:09 [DETECT] inference took 0.20s
12:36:10 [DETECT] inference took 0.22s
12:36:11 [DETECT] inference took 0.22s
12:36:12 [DETECT] inference took 0.22s
12:36:13 [DETECT] inference took 0.20s
12:36:14 [DETECT] inference took 0.22s
12:36:15 [DETECT] inference took 0.22s
12:36:16 [DETECT] inference took 0.20s
12:36:17 [DETECT] inference took 0.20s
12:36:18 [DETECT] inference took 0.20s
12:36:19 [DETECT] inference took 0.22s
12:36:20 [DETECT] inference took 0.22s
12:36:21 [DETECT] inference took 0.22s
12:36:22 [DETECT] inference took 0.20s
12:36:23 [DETECT] inference took 0.20s
12:36:24 [DETECT] inference took 0.22s
12:36:25 [DETECT] inference took 0.20s
12:36:26 [DETECT] inference took 0.20s
12:36:27 [DETECT] inference took 0.31s
12:36:28 [DETECT] inference took 0.34s
12:36:29 [DETECT] inference took 0.33s
12:36:30 [DETECT] inference took 0.31s
12:36:31 [DETECT] inference took 0.31s
12:36:32 [DETECT] inference took 0.30s
12:36:33 [DETECT] inference took 0.28s
12:36:34 [DETECT] inference took 0.28s
12:36:35 [DETECT] inference took 0.30s
12:36:36 [DETECT] inference took 0.22s
12:36:37 [DETECT] inference took 0.20s
12:36:38 [DETECT] inference took 0.22s
12:36:39 [DETECT] inference took 0.20s
12:36:40 [DETECT] inference took 0.20s
12:36:41 [DETECT] inference took 0.22s
12:36:42 [DETECT] inference took 0.20s
12:36:43 [DETECT] inference took 0.22s
12:36:44 [DETECT] inference took 0.22s
12:36:45 [DETECT] inference took 0.20s
12:36:46 [DETECT] inference took 0.20s
12:36:47 [DETECT] inference took 0.22s
12:36:48 [DETECT] inference took 0.22s
12:36:49 [DETECT] inference took 0.28s
12:36:50 [DETECT] inference took 0.31s
12:36:51 [DETECT] inference took 0.30s
12:36:52 [DETECT] inference took 0.30s
12:36:53 [DETECT] inference took 0.28s
12:36:54 [DETECT] inference took 0.28s
12:36:55 [DETECT] inference took 0.31s
12:36:56 [DETECT] inference took 0.31s
12:36:57 [DETECT] inference took 0.31s
12:36:58 [DETECT] inference took 0.31s
12:36:59 [DETECT] inference took 0.33s
12:37:00 [DETECT] inference took 0.30s
12:37:01 [DETECT] inference took 0.30s
12:37:02 [DETECT] inference took 0.30s
12:37:03 [DETECT] inference took 0.31s
12:37:04 [DETECT] inference took 0.33s
12:37:05 [DETECT] inference took 0.28s
12:37:06 [DETECT] inference took 0.30s
12:37:07 [DETECT] inference took 0.30s
12:37:08 [DETECT] inference took 0.30s
12:37:09 [DETECT] inference took 0.27s
12:37:10 [DETECT] inference took 0.22s
12:37:11 [DETECT] inference took 0.22s
12:37:12 [DETECT] inference took 0.22s
12:37:13 [DETECT] inference took 0.22s
12:37:14 [DETECT] inference took 0.22s
12:37:15 [DETECT] inference took 0.22s
12:37:16 [DETECT] inference took 0.30s
12:37:17 [DETECT] inference took 0.31s
12:37:18 [DETECT] inference took 0.31s
12:37:19 [DETECT] inference took 0.30s
12:37:20 [DETECT] inference took 0.30s
12:37:21 [DETECT] inference took 0.31s
12:37:22 [DETECT] inference took 0.20s
12:37:23 [DETECT] inference took 0.20s
12:37:24 [DETECT] inference took 0.20s
12:37:25 [DETECT] inference took 0.22s
12:37:26 [DETECT] inference took 0.22s
12:37:27 [DETECT] inference took 0.20s
12:37:28 [DETECT] inference took 0.20s
12:37:29 [DETECT] inference took 0.22s
12:37:30 [DETECT] inference took 0.20s
12:37:31 [DETECT] inference took 0.20s
12:37:32 [DETECT] inference took 0.22s
12:37:33 [DETECT] inference took 0.20s
12:37:34 [DETECT] inference took 0.20s
12:37:35 [DETECT] inference took 0.22s
12:37:36 [DETECT] inference took 0.20s
12:37:37 [DETECT] inference took 0.20s
12:37:38 [DETECT] inference took 0.22s
12:37:39 [DETECT] inference took 0.20s
12:37:40 [DETECT] inference took 0.22s
12:37:41 [DETECT] inference took 0.30s
12:37:42 [DETECT] inference took 0.30s
12:37:43 [DETECT] inference took 0.28s
12:37:44 [DETECT] inference took 0.28s
12:37:45 [DETECT] inference took 0.28s
12:37:46 [DETECT] inference took 0.30s
12:37:47 [DETECT] inference took 0.20s
12:37:48 [DETECT] inference took 0.30s
12:37:49 [DETECT] inference took 0.28s
12:37:50 [DETECT] inference took 0.31s
12:37:51 [DETECT] inference took 0.31s
12:37:52 [DETECT] inference took 0.30s
12:37:53 [DETECT] inference took 0.31s
12:37:54 [DETECT] inference took 0.33s
12:37:55 [DETECT] inference took 0.31s
12:37:56 [DETECT] inference took 0.30s
12:37:57 [DETECT] inference took 0.30s
12:37:58 [DETECT] inference took 0.30s
12:37:59 [DETECT] inference took 0.30s
12:38:00 [DETECT] inference took 0.30s
12:38:01 [DETECT] inference took 0.28s
12:38:02 [DETECT] inference took 0.28s
12:38:03 [DETECT] inference took 0.30s
12:38:04 [DETECT] inference took 0.20s
12:38:05 [DETECT] inference took 0.22s
12:38:06 [DETECT] inference took 0.20s
12:38:07 [DETECT] inference took 0.20s
12:38:08 [DETECT] inference took 0.22s
12:38:09 [DETECT] inference took 0.20s
12:38:10 [DETECT] inference took 0.22s
12:38:11 [DETECT] inference took 0.20s
12:38:12 [DETECT] inference took 0.22s
12:38:13 [DETECT] inference took 0.20s
12:38:14 [DETECT] inference took 0.22s
12:38:15 [DETECT] inference took 0.22s
12:38:16 [DETECT] inference took 0.22s
12:38:17 [DETECT] inference took 0.22s
12:38:18 [DETECT] inference took 0.22s
12:38:19 [DETECT] inference took 0.20s
12:38:20 [DETECT] inference took 0.20s
12:38:21 [DETECT] inference took 0.22s
12:38:22 [DETECT] inference took 0.20s
12:38:23 [DETECT] inference took 0.22s
12:38:24 [DETECT] inference took 0.20s
12:38:25 [DETECT] inference took 0.22s
12:38:26 [DETECT] inference took 0.20s
12:38:27 [DETECT] inference took 0.20s
12:38:28 [DETECT] inference took 0.22s
12:38:29 [DETECT] inference took 0.22s
12:38:30 [DETECT] inference took 0.20s
12:38:31 [DETECT] inference took 0.22s
12:38:32 [DETECT] inference took 0.20s
12:38:33 [DETECT] inference took 0.22s
12:38:34 [DETECT] inference took 0.20s
12:38:35 [DETECT] inference took 0.20s
12:38:36 [DETECT] inference took 0.20s
12:38:37 [DETECT] inference took 0.22s
12:38:38 [DETECT] inference took 0.20s
12:38:39 [DETECT] inference took 0.20s
12:38:40 [DETECT] inference took 0.22s
12:38:41 [DETECT] inference took 0.20s
12:38:42 [DETECT] inference took 0.20s
12:38:43 [DETECT] inference took 0.20s
12:38:44 [DETECT] inference took 0.22s
12:38:45 [DETECT] inference took 0.20s
12:38:46 [DETECT] inference took 0.22s
12:38:47 [DETECT] inference took 0.20s
12:38:48 [DETECT] inference took 0.20s
12:38:49 [DETECT] inference took 0.22s
12:38:50 [DETECT] inference took 0.20s
12:38:51 [DETECT] inference took 0.22s
12:38:52 [DETECT] inference took 0.20s
12:38:53 [DETECT] inference took 0.22s
12:38:54 [DETECT] inference took 0.20s
12:38:55 [DETECT] inference took 0.22s
12:38:56 [DETECT] inference took 0.20s
12:38:57 [DETECT] inference took 0.22s
12:38:58 [DETECT] inference took 0.20s
12:38:59 [DETECT] inference took 0.22s
12:39:00 [DETECT] inference took 0.20s
12:39:01 [DETECT] inference took 0.20s
12:39:02 [DETECT] inference took 0.20s
12:39:03 [DETECT] inference took 0.22s
12:39:04 [DETECT] inference took 0.20s
12:39:05 [DETECT] inference took 0.20s
12:39:06 [DETECT] inference took 0.22s
12:39:07 [DETECT] inference took 0.20s
12:39:08 [DETECT] inference took 0.30s
12:39:09 [DETECT] inference took 0.30s
12:39:10 [DETECT] inference took 0.31s
12:39:10 [DETECT] inference took 0.34s
12:39:11 [DETECT] inference took 0.30s
12:39:12 [DETECT] inference took 0.33s
12:39:12 [DETECT] inference took 0.38s
12:39:13 [DETECT] inference took 0.31s
12:39:14 [DETECT] inference took 0.31s
12:39:15 [DETECT] inference took 0.31s
12:39:16 [DETECT] inference took 0.28s
12:39:17 [DETECT] inference took 0.30s
12:39:18 [DETECT] inference took 0.30s
12:39:19 [DETECT] inference took 0.31s
12:39:20 [DETECT] inference took 0.31s
12:39:21 [DETECT] inference took 0.31s
12:39:22 [DETECT] inference took 0.28s
12:39:23 [DETECT] inference took 0.30s
12:39:24 [DETECT] inference took 0.30s
12:39:25 [DETECT] inference took 0.30s
12:39:26 [DETECT] inference took 0.31s
12:39:27 [DETECT] inference took 0.31s
12:39:28 [DETECT] inference took 0.30s
12:39:29 [DETECT] inference took 0.30s
12:39:30 [DETECT] inference took 0.28s
12:39:31 [DETECT] inference took 0.28s
12:39:32 [DETECT] inference took 0.30s
12:39:33 [DETECT] inference took 0.28s
12:39:34 [DETECT] inference took 0.31s
12:39:35 [DETECT] inference took 0.30s
12:39:36 [DETECT] inference took 0.30s
12:39:37 [DETECT] inference took 0.31s
12:39:38 [DETECT] inference took 0.30s
12:39:39 [DETECT] inference took 0.30s
12:39:40 [DETECT] inference took 0.30s
12:39:41 [DETECT] inference took 0.30s
12:39:41 [DETECT] inference took 0.36s
12:39:42 [DETECT] inference took 0.31s
12:39:43 [DETECT] inference took 0.30s
12:39:44 [DETECT] inference took 0.28s
12:39:45 [DETECT] inference took 0.31s
12:39:46 [DETECT] inference took 0.30s
12:39:47 [DETECT] inference took 0.31s
12:39:48 [DETECT] inference took 0.30s
12:39:49 [DETECT] inference took 0.30s
12:39:50 [DETECT] inference took 0.22s
12:39:51 [DETECT] inference took 0.22s
12:39:52 [DETECT] inference took 0.20s
12:39:53 [DETECT] inference took 0.22s
12:39:54 [DETECT] inference took 0.31s
12:39:55 [DETECT] inference took 0.33s
12:39:56 [DETECT] inference took 0.30s
12:39:57 [DETECT] inference took 0.28s
12:39:58 [DETECT] inference took 0.28s
12:39:59 [DETECT] inference took 0.20s
12:40:00 [DETECT] inference took 0.20s
12:40:01 [DETECT] inference took 0.22s
12:40:02 [DETECT] inference took 0.20s
12:40:03 [DETECT] inference took 0.20s
12:40:04 [DETECT] inference took 0.22s
12:40:05 [DETECT] inference took 0.22s
12:40:06 [DETECT] inference took 0.20s
12:40:07 [DETECT] inference took 0.20s
12:40:08 [DETECT] inference took 0.22s
12:40:09 [DETECT] inference took 0.20s
12:40:10 [DETECT] inference took 0.20s
12:40:11 [DETECT] inference took 0.20s
12:40:12 [DETECT] inference took 0.20s
12:40:13 [DETECT] inference took 0.22s
12:40:14 [DETECT] inference took 0.20s
12:40:15 [DETECT] inference took 0.20s
12:40:16 [DETECT] inference took 0.20s
12:40:17 [DETECT] inference took 0.20s
12:40:18 [DETECT] inference took 0.30s
12:40:19 [DETECT] inference took 0.30s
12:40:20 [DETECT] inference took 0.31s
12:40:21 [DETECT] inference took 0.28s
12:40:22 [DETECT] inference took 0.28s
12:40:23 [DETECT] inference took 0.20s
12:40:24 [DETECT] inference took 0.22s
12:40:25 [DETECT] inference took 0.22s
12:40:26 [DETECT] inference took 0.20s
12:40:27 [DETECT] inference took 0.22s
12:40:28 [DETECT] inference took 0.22s
12:40:29 [DETECT] inference took 0.20s
12:40:30 [DETECT] inference took 0.22s
12:40:31 [DETECT] inference took 0.22s
12:40:32 [DETECT] inference took 0.20s
12:40:33 [DETECT] inference took 0.28s
12:40:34 [DETECT] inference took 0.23s
12:40:35 [DETECT] inference took 0.20s
12:40:36 [DETECT] inference took 0.22s
12:40:37 [DETECT] inference took 0.20s
12:40:38 [DETECT] inference took 0.22s
12:40:39 [DETECT] inference took 0.25s
12:40:40 [DETECT] inference took 0.25s
12:40:41 [DETECT] inference took 0.22s
12:40:42 [DETECT] inference took 0.27s
12:40:43 [DETECT] inference took 0.22s
12:40:44 [DETECT] inference took 0.22s
12:40:45 [DETECT] inference took 0.22s
12:40:46 [DETECT] inference took 0.20s
12:40:47 [DETECT] inference took 0.20s
12:40:48 [DETECT] inference took 0.20s
12:40:49 [DETECT] inference took 0.22s
12:40:50 [DETECT] inference took 0.20s
12:40:51 [DETECT] inference took 0.22s
12:40:52 [DETECT] inference took 0.22s
12:40:53 [DETECT] inference took 0.20s
12:40:54 [DETECT] inference took 0.22s
12:40:55 [DETECT] inference took 0.22s
12:40:56 [DETECT] inference took 0.20s
12:40:57 [DETECT] inference took 0.22s
12:40:58 [DETECT] inference took 0.22s
12:40:59 [DETECT] inference took 0.20s
12:41:00 [DETECT] inference took 0.22s
12:41:01 [DETECT] inference took 0.20s
12:41:02 [DETECT] inference took 0.20s
12:41:03 [DETECT] inference took 0.22s
12:41:04 [DETECT] inference took 0.20s
12:41:05 [DETECT] inference took 0.27s
12:41:06 [DETECT] inference took 0.28s
12:41:07 [DETECT] inference took 0.28s
12:41:08 [DETECT] inference took 0.28s
12:41:09 [DETECT] inference took 0.28s
12:41:10 [DETECT] inference took 0.31s
12:41:11 [DETECT] inference took 0.22s
12:41:12 [DETECT] inference took 0.20s
12:41:13 [DETECT] inference took 0.22s
12:41:14 [DETECT] inference took 0.20s
12:41:15 [DETECT] inference took 0.23s
12:41:16 [DETECT] inference took 0.20s
12:41:17 [DETECT] inference took 0.20s
12:41:18 [DETECT] inference took 0.22s
12:41:19 [DETECT] inference took 0.20s
12:41:20 [DETECT] inference took 0.20s
12:41:21 [DETECT] inference took 0.22s
12:41:22 [DETECT] inference took 0.22s
12:41:23 [DETECT] inference took 0.30s
12:41:24 [DETECT] inference took 0.28s
12:41:25 [DETECT] inference took 0.28s
12:41:26 [DETECT] inference took 0.28s
12:41:27 [DETECT] inference took 0.31s
12:41:28 [DETECT] inference took 0.22s
12:41:29 [DETECT] inference took 0.20s
12:41:30 [DETECT] inference took 0.20s
12:41:31 [DETECT] inference took 0.20s
12:41:32 [DETECT] inference took 0.22s
12:41:33 [DETECT] inference took 0.22s
12:41:34 [DETECT] inference took 0.20s
12:41:35 [DETECT] inference took 0.30s
12:41:36 [DETECT] inference took 0.28s
12:41:37 [DETECT] inference took 0.33s
12:41:38 [DETECT] inference took 0.33s
12:41:39 [DETECT] inference took 0.30s
12:41:40 [DETECT] inference took 0.28s
12:41:41 [DETECT] inference took 0.25s
12:41:42 [DETECT] inference took 0.22s
12:41:43 [DETECT] inference took 0.22s
12:41:44 [DETECT] inference took 0.23s
12:41:45 [DETECT] inference took 0.20s
12:41:46 [DETECT] inference took 0.22s
12:41:47 [DETECT] inference took 0.22s
12:41:48 [DETECT] inference took 0.22s
12:41:49 [DETECT] inference took 0.23s
12:41:50 [DETECT] inference took 0.22s
12:41:51 [DETECT] inference took 0.20s
12:41:52 [DETECT] inference took 0.22s
12:41:53 [DETECT] inference took 0.22s
12:41:54 [DETECT] inference took 0.23s
12:41:55 [DETECT] inference took 0.22s
12:41:56 [DETECT] inference took 0.22s
12:41:57 [DETECT] inference took 0.22s
12:41:58 [DETECT] inference took 0.22s
12:41:59 [DETECT] inference took 0.22s
12:42:00 [DETECT] inference took 0.25s
12:42:01 [DETECT] inference took 0.20s
12:42:02 [DETECT] inference took 0.28s
12:42:03 [DETECT] inference took 0.30s
12:42:04 [DETECT] inference took 0.31s
12:42:05 [DETECT] inference took 0.28s
12:42:06 [DETECT] inference took 0.27s
12:42:07 [DETECT] inference took 0.30s
12:42:08 [DETECT] inference took 0.28s
12:42:09 [DETECT] inference took 0.28s
12:42:10 [DETECT] inference took 0.31s
12:42:11 [DETECT] inference took 0.27s
12:42:12 [DETECT] inference took 0.30s
12:42:13 [DETECT] inference took 0.28s
12:42:14 [DETECT] inference took 0.30s
12:42:15 [DETECT] inference took 0.30s
12:42:16 [DETECT] inference took 0.30s
12:42:17 [DETECT] inference took 0.28s
12:42:18 [DETECT] inference took 0.27s
12:42:19 [DETECT] inference took 0.30s
12:42:20 [DETECT] inference took 0.28s
12:42:21 [DETECT] inference took 0.31s
12:42:22 [DETECT] inference took 0.38s
12:42:23 [DETECT] inference took 0.28s
12:42:24 [DETECT] inference took 0.30s
12:42:25 [DETECT] inference took 0.28s
12:42:26 [DETECT] inference took 0.28s
12:42:27 [DETECT] inference took 0.30s
12:42:28 [DETECT] inference took 0.30s
12:42:29 [DETECT] inference took 0.30s
12:42:30 [DETECT] inference took 0.28s
12:42:31 [DETECT] inference took 0.28s
12:42:32 [DETECT] inference took 0.31s
12:42:33 [DETECT] inference took 0.30s
12:42:34 [DETECT] inference took 0.30s
12:42:35 [DETECT] inference took 0.28s
12:42:36 [DETECT] inference took 0.27s
12:42:37 [DETECT] inference took 0.28s
12:42:38 [DETECT] inference took 0.28s
12:42:39 [DETECT] inference took 0.31s
12:42:40 [DETECT] inference took 0.31s
12:42:41 [DETECT] inference took 0.30s
12:42:42 [DETECT] inference took 0.28s
12:42:43 [DETECT] inference took 0.34s
12:42:44 [DETECT] inference took 0.33s
12:42:45 [DETECT] inference took 0.42s
12:42:46 [DETECT] inference took 0.27s
12:42:47 [DETECT] inference took 0.31s
12:42:48 [DETECT] inference took 0.22s
12:42:49 [DETECT] inference took 0.20s
12:42:50 [DETECT] inference took 0.28s
12:42:51 [DETECT] inference took 0.27s
12:42:52 [DETECT] inference took 0.27s
12:42:53 [DETECT] inference took 0.28s
12:42:54 [DETECT] inference took 0.30s
12:42:55 [DETECT] inference took 0.20s
12:42:56 [DETECT] inference took 0.30s
12:42:57 [DETECT] inference took 0.28s
12:42:58 [DETECT] inference took 0.28s
12:42:59 [DETECT] inference took 0.27s
12:43:00 [DETECT] inference took 0.30s
12:43:01 [DETECT] inference took 0.28s
12:43:02 [DETECT] inference took 0.28s
12:43:03 [DETECT] inference took 0.30s
12:43:04 [DETECT] inference took 0.22s
12:43:05 [DETECT] inference took 0.22s
12:43:06 [DETECT] inference took 0.22s
12:43:07 [DETECT] inference took 0.20s
12:43:08 [DETECT] inference took 0.22s
12:43:09 [DETECT] inference took 0.22s
12:43:10 [DETECT] inference took 0.20s
12:43:11 [DETECT] inference took 0.22s
12:43:11 [DETECT] inference took 0.23s
12:43:12 [DETECT] inference took 0.20s
12:43:13 [DETECT] inference took 0.22s
12:43:14 [DETECT] inference took 0.20s
12:43:15 [DETECT] inference took 0.22s
12:43:16 [DETECT] inference took 0.20s
12:43:17 [DETECT] inference took 0.22s
12:43:18 [DETECT] inference took 0.20s
12:43:19 [DETECT] inference took 0.22s
12:43:20 [DETECT] inference took 0.22s
12:43:21 [DETECT] inference took 0.22s
