11:00:29 [SESSION] logging to C:\Users\user\Documents\avigilon-ptz-dashboard\backend\logs\session-20260714-110029-7096.log
11:11:47 [DETECT] inference took 0.33s
11:11:47 [TRACK] box=(978, 29, 1916, 1080) confidence=0.41 gap_since_previous=0.66s
11:11:47 [TRACK] offset_x=0.51 offset_y=0.03 box_ratio=0.475 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:48 [DETECT] inference took 0.39s
11:11:48 [TRACK] box=(933, 65, 1914, 1080) confidence=0.71 gap_since_previous=1.09s
11:11:48 [TRACK] offset_x=0.48 offset_y=0.06 box_ratio=0.480 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:49 [DETECT] inference took 0.41s
11:11:49 [TRACK] box=(872, 44, 1920, 1080) confidence=0.66 gap_since_previous=1.02s
11:11:49 [TRACK] offset_x=0.45 offset_y=0.04 box_ratio=0.524 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:50 [DETECT] inference took 0.39s
11:11:50 [TRACK] box=(801, 42, 1919, 1080) confidence=0.67 gap_since_previous=0.98s
11:11:50 [TRACK] offset_x=0.42 offset_y=0.04 box_ratio=0.560 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:51 [DETECT] inference took 0.39s
11:11:51 [TRACK] box=(753, 67, 1916, 1080) confidence=0.70 gap_since_previous=0.95s
11:11:51 [TRACK] offset_x=0.39 offset_y=0.06 box_ratio=0.568 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:52 [DETECT] inference took 0.39s
11:11:52 [TRACK] box=(721, 35, 1909, 1080) confidence=0.58 gap_since_previous=1.03s
11:11:52 [TRACK] offset_x=0.37 offset_y=0.03 box_ratio=0.599 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:53 [DETECT] inference took 0.39s
11:11:53 [TRACK] box=(714, 29, 1915, 1080) confidence=0.35 gap_since_previous=1.00s
11:11:53 [TRACK] offset_x=0.37 offset_y=0.03 box_ratio=0.609 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:11:54 [DETECT] inference took 0.38s
11:11:55 [DETECT] inference took 0.33s
11:11:56 [DETECT] inference took 0.31s
11:11:56 [TRACK] target lost -- no qualifying detection for 3.00s (timeout=3.0s)
11:11:56 [AUTONOMY] investigating (candidate confidence=0.27)
11:11:57 [DETECT] inference took 0.31s
11:11:57 [AUTONOMY] investigation ended (candidate vanished) after 0.9s, zoom_attempts=0
11:11:57 [AUTONOMY] scan -> waypoint 4 pan=-1.00 tilt=0.50 speed=0.60
11:11:58 [AUTONOMY] waypoint 4 reached after 0.8s (arrived=True)
11:11:58 [DETECT] inference took 0.39s
11:11:58 [DETECT] inference took 0.38s
11:11:58 [AUTONOMY] investigating (candidate confidence=0.31)
11:11:59 [DETECT] inference took 0.34s
11:12:00 [DETECT] inference took 0.31s
11:12:00 [AUTONOMY] investigation ended (candidate vanished) after 1.5s, zoom_attempts=0
11:12:00 [AUTONOMY] scan -> waypoint 5 pan=1.00 tilt=0.50 speed=0.60
11:12:00 [AUTONOMY] waypoint 5 reached after 0.4s (arrived=True)
11:12:01 [DETECT] inference took 0.30s
11:12:01 [AUTONOMY] scan -> waypoint 0 pan=-1.00 tilt=-0.11 speed=0.60
11:12:02 [DETECT] inference took 0.31s
11:12:03 [AUTONOMY] waypoint 0 reached after 1.3s (arrived=True)
11:12:03 [DETECT] inference took 0.33s
11:12:03 [DETECT] inference took 0.36s
11:12:03 [AUTONOMY] investigating (candidate confidence=0.66)
11:12:04 [DETECT] inference took 0.30s
11:12:04 [AUTONOMY] investigation ended (candidate vanished) after 0.6s, zoom_attempts=0
11:12:04 [AUTONOMY] scan -> waypoint 1 pan=1.00 tilt=-0.11 speed=0.60
11:12:04 [AUTONOMY] waypoint 1 reached after 0.4s (arrived=True)
11:12:05 [DETECT] inference took 0.31s
11:12:06 [AUTONOMY] scan -> waypoint 2 pan=1.00 tilt=0.20 speed=0.60
11:12:06 [DETECT] inference took 0.31s
11:12:06 [AUTONOMY] waypoint 2 reached after 0.8s (arrived=True)
11:12:07 [DETECT] inference took 0.41s
11:12:08 [AUTONOMY] scan -> waypoint 3 pan=-1.00 tilt=0.20 speed=0.60
11:12:08 [DETECT] inference took 0.31s
11:12:08 [DETECT] inference took 0.31s
11:12:08 [AUTONOMY] investigating (candidate confidence=0.54)
11:12:09 [DETECT] inference took 0.30s
11:12:09 [DETECT] inference took 0.38s
11:12:09 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.43, box_ratio=0.445)
11:12:10 [DETECT] inference took 0.34s
11:12:10 [DETECT] inference took 0.34s
11:12:11 [DETECT] inference took 0.31s
11:12:11 [DETECT] inference took 0.34s
11:12:12 [DETECT] inference took 0.30s
11:12:12 [TRACK] box=(957, 98, 1919, 1080) confidence=0.35 gap_since_previous=0.67s
11:12:12 [TRACK] offset_x=0.50 offset_y=0.09 box_ratio=0.456 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:12:13 [DETECT] inference took 0.41s
11:12:13 [TRACK] box=(914, 74, 1920, 1080) confidence=0.57 gap_since_previous=1.11s
11:12:13 [TRACK] offset_x=0.48 offset_y=0.07 box_ratio=0.488 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:12:14 [DETECT] inference took 0.41s
11:12:14 [TRACK] box=(907, 195, 1920, 1080) confidence=0.63 gap_since_previous=1.00s
11:12:14 [TRACK] offset_x=0.47 offset_y=0.18 box_ratio=0.432 (target=0.08) -> pan=0.30 tilt=-0.18 zoom=-0.20
11:12:15 [DETECT] inference took 0.39s
11:12:15 [TRACK] box=(705, 54, 1913, 1080) confidence=0.69 gap_since_previous=0.98s
11:12:15 [TRACK] offset_x=0.36 offset_y=0.05 box_ratio=0.598 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:12:16 [DETECT] inference took 0.39s
11:12:16 [TRACK] box=(624, 13, 1911, 1080) confidence=0.68 gap_since_previous=1.00s
11:12:16 [TRACK] offset_x=0.32 offset_y=0.01 box_ratio=0.662 (target=0.08) -> pan=0.30 tilt=0.00 zoom=-0.20
11:12:17 [DETECT] inference took 0.42s
11:12:17 [TRACK] box=(347, 10, 1920, 1080) confidence=0.54 gap_since_previous=1.05s
11:12:17 [TRACK] offset_x=0.18 offset_y=0.01 box_ratio=0.812 (target=0.08) -> pan=0.18 tilt=0.00 zoom=-0.20
11:12:18 [DETECT] inference took 0.42s
11:12:18 [TRACK] box=(270, 34, 1903, 1080) confidence=0.48 gap_since_previous=0.98s
11:12:18 [TRACK] offset_x=0.13 offset_y=0.03 box_ratio=0.824 (target=0.08) -> pan=0.13 tilt=0.00 zoom=-0.20
11:12:19 [DETECT] inference took 0.39s
11:12:19 [TRACK] box=(285, 30, 1686, 1080) confidence=0.38 gap_since_previous=1.00s
11:12:19 [TRACK] offset_x=0.03 offset_y=0.03 box_ratio=0.709 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:12:20 [DETECT] inference took 0.38s
11:12:21 [DETECT] inference took 0.33s
11:12:22 [DETECT] inference took 0.34s
11:12:22 [TRACK] target lost -- no qualifying detection for 3.00s (timeout=3.0s)
11:12:22 [AUTONOMY] scan -> waypoint 3 pan=-1.00 tilt=0.20 speed=0.60
11:12:23 [AUTONOMY] waypoint 3 reached after 0.8s (arrived=True)
11:12:23 [DETECT] inference took 0.41s
11:12:23 [DETECT] inference took 0.45s
11:12:23 [AUTONOMY] investigating (candidate confidence=0.27)
11:12:24 [DETECT] inference took 0.41s
11:12:24 [DETECT] inference took 0.36s
11:12:25 [DETECT] inference took 0.33s
11:12:25 [DETECT] inference took 0.34s
11:12:25 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.51, box_ratio=0.463)
11:12:26 [DETECT] inference took 0.33s
11:12:26 [DETECT] inference took 0.39s
11:12:27 [DETECT] inference took 0.33s
11:12:27 [DETECT] inference took 0.34s
11:12:27 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.49, box_ratio=0.469)
11:12:28 [DETECT] inference took 0.33s
11:12:28 [DETECT] inference took 0.31s
11:12:29 [DETECT] inference took 0.20s
11:12:29 [DETECT] inference took 0.27s
11:12:29 [AUTONOMY] investigate zoom out (attempt 3/4, confidence=0.39, box_ratio=0.467)
11:12:30 [DETECT] inference took 0.22s
11:12:30 [DETECT] inference took 0.25s
11:12:31 [DETECT] inference took 0.20s
11:12:31 [DETECT] inference took 0.25s
11:12:31 [AUTONOMY] investigate zoom out (attempt 4/4, confidence=0.40, box_ratio=0.467)
11:12:32 [DETECT] inference took 0.20s
11:12:32 [DETECT] inference took 0.27s
11:12:33 [DETECT] inference took 0.20s
11:12:33 [DETECT] inference took 0.25s
11:12:33 [AUTONOMY] investigation ended (attempt budget exhausted) after 9.6s, zoom_attempts=4
11:12:33 [AUTONOMY] investigating (candidate confidence=0.49)
11:12:34 [DETECT] inference took 0.20s
11:12:34 [DETECT] inference took 0.27s
11:12:35 [DETECT] inference took 0.20s
11:12:35 [DETECT] inference took 0.23s
11:12:35 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.49, box_ratio=0.465)
11:12:36 [DETECT] inference took 0.20s
11:12:36 [DETECT] inference took 0.25s
11:12:37 [DETECT] inference took 0.22s
11:12:37 [DETECT] inference took 0.25s
11:12:37 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.54, box_ratio=0.470)
11:12:38 [DETECT] inference took 0.20s
11:12:38 [DETECT] inference took 0.27s
11:12:39 [DETECT] inference took 0.22s
11:12:39 [DETECT] inference took 0.27s
11:12:39 [AUTONOMY] investigate zoom out (attempt 3/4, confidence=0.46, box_ratio=0.472)
11:12:40 [DETECT] inference took 0.22s
11:12:40 [DETECT] inference took 0.27s
11:12:41 [DETECT] inference took 0.20s
11:12:41 [DETECT] inference took 0.25s
11:12:41 [AUTONOMY] investigate zoom out (attempt 4/4, confidence=0.48, box_ratio=0.468)
11:12:42 [DETECT] inference took 0.22s
11:12:42 [DETECT] inference took 0.25s
11:12:43 [DETECT] inference took 0.20s
11:12:43 [DETECT] inference took 0.25s
11:12:43 [AUTONOMY] investigation ended (attempt budget exhausted) after 10.0s, zoom_attempts=4
11:12:43 [AUTONOMY] investigating (candidate confidence=0.49)
11:12:44 [DETECT] inference took 0.22s
11:12:44 [DETECT] inference took 0.27s
11:12:45 [DETECT] inference took 0.22s
11:12:45 [DETECT] inference took 0.27s
11:12:45 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.55, box_ratio=0.473)
11:12:46 [DETECT] inference took 0.20s
11:12:46 [DETECT] inference took 0.30s
11:12:47 [DETECT] inference took 0.22s
11:12:47 [DETECT] inference took 0.25s
11:12:47 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.66, box_ratio=0.473)
11:12:48 [DETECT] inference took 0.22s
11:12:48 [DETECT] inference took 0.27s
11:12:49 [DETECT] inference took 0.22s
11:12:49 [DETECT] inference took 0.25s
11:12:49 [AUTONOMY] investigate zoom out (attempt 3/4, confidence=0.50, box_ratio=0.472)
11:12:50 [DETECT] inference took 0.30s
11:12:50 [DETECT] inference took 0.36s
11:12:51 [DETECT] inference took 0.36s
11:12:51 [DETECT] inference took 0.36s
11:12:51 [AUTONOMY] investigate zoom out (attempt 4/4, confidence=0.60, box_ratio=0.390)
11:12:52 [DETECT] inference took 0.36s
11:12:52 [DETECT] inference took 0.36s
11:12:53 [DETECT] inference took 0.34s
11:12:53 [DETECT] inference took 0.36s
11:12:53 [AUTONOMY] investigation ended (attempt budget exhausted) after 10.2s, zoom_attempts=4
11:12:53 [AUTONOMY] investigating (candidate confidence=0.55)
11:12:54 [DETECT] inference took 0.33s
11:12:54 [DETECT] inference took 0.38s
11:12:55 [DETECT] inference took 0.34s
11:12:55 [DETECT] inference took 0.38s
11:12:55 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.33, box_ratio=0.575)
11:12:56 [DETECT] inference took 0.36s
11:12:56 [DETECT] inference took 0.38s
11:12:57 [DETECT] inference took 0.34s
11:12:57 [DETECT] inference took 0.38s
11:12:57 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.34, box_ratio=0.454)
11:12:58 [DETECT] inference took 0.36s
11:12:58 [DETECT] inference took 0.34s
11:12:59 [DETECT] inference took 0.33s
11:12:59 [DETECT] inference took 0.33s
11:12:59 [AUTONOMY] investigate zoom out (attempt 3/4, confidence=0.36, box_ratio=0.455)
11:13:00 [DETECT] inference took 0.33s
11:13:00 [DETECT] inference took 0.34s
11:13:01 [DETECT] inference took 0.31s
11:13:01 [DETECT] inference took 0.34s
11:13:01 [AUTONOMY] investigate zoom out (attempt 4/4, confidence=0.28, box_ratio=0.468)
11:13:02 [DETECT] inference took 0.33s
11:13:02 [DETECT] inference took 0.34s
11:13:03 [DETECT] inference took 0.22s
11:13:03 [DETECT] inference took 0.23s
11:13:03 [AUTONOMY] investigation ended (attempt budget exhausted) after 9.7s, zoom_attempts=4
11:13:03 [AUTONOMY] investigating (candidate confidence=0.39)
11:13:04 [DETECT] inference took 0.25s
11:13:04 [DETECT] inference took 0.25s
11:13:04 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.40, box_ratio=0.470)
11:13:05 [DETECT] inference took 0.22s
11:13:05 [DETECT] inference took 0.25s
11:13:06 [DETECT] inference took 0.22s
11:13:06 [DETECT] inference took 0.25s
11:13:06 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.42, box_ratio=0.470)
11:13:07 [DETECT] inference took 0.22s
11:13:08 [DETECT] inference took 0.22s
11:13:08 [AUTONOMY] investigation ended (candidate vanished) after 4.7s, zoom_attempts=2
11:13:08 [AUTONOMY] scan -> waypoint 4 pan=-1.00 tilt=0.50 speed=0.20
11:13:09 [DETECT] inference took 0.41s
11:13:09 [DETECT] inference took 0.41s
11:13:09 [AUTONOMY] investigating (candidate confidence=0.48)
11:13:10 [DETECT] inference took 0.42s
11:13:10 [DETECT] inference took 0.47s
11:13:11 [DETECT] inference took 0.34s
11:13:11 [AUTONOMY] investigation ended (candidate vanished) after 1.6s, zoom_attempts=0
11:13:11 [AUTONOMY] scan -> waypoint 4 pan=-1.00 tilt=0.50 speed=0.20
11:13:11 [AUTONOMY] waypoint 4 reached after 0.4s (arrived=True)
11:13:12 [DETECT] inference took 0.39s
11:13:13 [AUTONOMY] scan -> waypoint 5 pan=1.00 tilt=0.50 speed=0.60
11:13:13 [DETECT] inference took 0.31s
11:13:13 [AUTONOMY] waypoint 5 reached after 0.4s (arrived=True)
11:13:13 [DETECT] inference took 0.34s
11:13:13 [AUTONOMY] investigating (candidate confidence=0.40)
11:13:14 [DETECT] inference took 0.31s
11:13:14 [DETECT] inference took 0.34s
11:13:14 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.32, box_ratio=0.472)
11:13:15 [DETECT] inference took 0.22s
11:13:15 [DETECT] inference took 0.23s
11:13:16 [DETECT] inference took 0.22s
11:13:16 [DETECT] inference took 0.25s
11:13:17 [DETECT] inference took 0.22s
11:13:17 [DETECT] inference took 0.23s
11:13:17 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.28, box_ratio=0.468)
11:13:18 [DETECT] inference took 0.20s
11:13:18 [DETECT] inference took 0.25s
11:13:19 [DETECT] inference took 0.25s
11:13:19 [DETECT] inference took 0.25s
11:13:20 [DETECT] inference took 0.25s
11:13:20 [DETECT] inference took 0.25s
11:13:21 [DETECT] inference took 0.22s
11:13:21 [DETECT] inference took 0.25s
11:13:22 [DETECT] inference took 0.23s
11:13:22 [DETECT] inference took 0.23s
11:13:23 [DETECT] inference took 0.22s
11:13:23 [DETECT] inference took 0.23s
11:13:24 [DETECT] inference took 0.22s
11:13:24 [DETECT] inference took 0.25s
11:13:25 [DETECT] inference took 0.25s
11:13:25 [DETECT] inference took 0.27s
11:13:26 [DETECT] inference took 0.22s
11:13:26 [DETECT] inference took 0.25s
11:13:27 [DETECT] inference took 0.22s
11:13:27 [DETECT] inference took 0.23s
11:13:28 [DETECT] inference took 0.23s
11:13:28 [DETECT] inference took 0.23s
11:13:29 [DETECT] inference took 0.23s
11:13:29 [DETECT] inference took 0.25s
11:13:30 [DETECT] inference took 0.23s
11:13:30 [DETECT] inference took 0.25s
11:13:30 [DETECT] rejected drone candidate (confidence=0.43) -- overlaps a confidently-classified stationary object
11:13:31 [DETECT] inference took 0.23s
11:13:31 [DETECT] inference took 0.25s
11:13:31 [DETECT] rejected drone candidate (confidence=0.42) -- overlaps a confidently-classified stationary object
11:13:32 [DETECT] inference took 0.20s
11:13:32 [DETECT] inference took 0.25s
11:13:33 [DETECT] inference took 0.22s
11:13:33 [DETECT] inference took 0.25s
11:13:34 [DETECT] inference took 0.23s
11:13:34 [DETECT] inference took 0.23s
11:13:34 [DETECT] rejected drone candidate (confidence=0.37) -- overlaps a confidently-classified stationary object
11:13:35 [DETECT] inference took 0.25s
11:13:35 [DETECT] inference took 0.25s
11:13:35 [DETECT] rejected drone candidate (confidence=0.34) -- overlaps a confidently-classified stationary object
11:13:35 [AUTONOMY] scan -> waypoint 0 pan=-0.32 tilt=-0.11 speed=0.60
11:13:36 [DETECT] inference took 0.22s
11:13:36 [DETECT] inference took 0.30s
11:13:36 [DETECT] rejected drone candidate (confidence=0.34) -- overlaps a confidently-classified stationary object
11:13:37 [AUTONOMY] waypoint 0 reached after 1.3s (arrived=True)
11:13:37 [DETECT] inference took 0.38s
11:13:37 [DETECT] inference took 0.38s
11:13:37 [AUTONOMY] investigating (candidate confidence=0.26)
11:13:38 [DETECT] inference took 0.36s
11:13:38 [DETECT] inference took 0.39s
11:13:38 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.62, box_ratio=0.557)
11:13:39 [DETECT] inference took 0.34s
11:13:39 [DETECT] inference took 0.34s
11:13:40 [DETECT] inference took 0.31s
11:13:40 [DETECT] inference took 0.36s
11:13:41 [DETECT] inference took 0.33s
11:13:41 [TRACK] box=(0, 192, 1838, 800) confidence=0.72 gap_since_previous=0.67s
11:13:41 [TRACK] offset_x=-0.04 offset_y=-0.08 box_ratio=0.539 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:42 [DETECT] inference took 0.34s
11:13:42 [TRACK] box=(0, 181, 1834, 809) confidence=0.73 gap_since_previous=1.02s
11:13:42 [TRACK] offset_x=-0.04 offset_y=-0.08 box_ratio=0.555 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:43 [DETECT] inference took 0.25s
11:13:43 [TRACK] box=(0, 202, 1824, 808) confidence=0.74 gap_since_previous=0.89s
11:13:43 [TRACK] offset_x=-0.05 offset_y=-0.06 box_ratio=0.533 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:44 [DETECT] inference took 0.25s
11:13:44 [TRACK] box=(0, 203, 1824, 806) confidence=0.74 gap_since_previous=1.00s
11:13:44 [TRACK] offset_x=-0.05 offset_y=-0.07 box_ratio=0.530 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:45 [DETECT] inference took 0.23s
11:13:45 [TRACK] box=(0, 202, 1824, 806) confidence=0.74 gap_since_previous=1.00s
11:13:45 [TRACK] offset_x=-0.05 offset_y=-0.07 box_ratio=0.531 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:46 [DETECT] inference took 0.23s
11:13:46 [TRACK] box=(0, 201, 1823, 806) confidence=0.74 gap_since_previous=1.00s
11:13:46 [TRACK] offset_x=-0.05 offset_y=-0.07 box_ratio=0.532 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:47 [DETECT] inference took 0.25s
11:13:47 [DETECT] inference took 0.28s
11:13:48 [DETECT] inference took 0.22s
11:13:48 [DETECT] inference took 0.27s
11:13:49 [DETECT] inference took 0.22s
11:13:49 [DETECT] inference took 0.27s
11:13:50 [DETECT] inference took 0.22s
11:13:50 [DETECT] inference took 0.25s
11:13:51 [DETECT] inference took 0.22s
11:13:51 [DETECT] inference took 0.27s
11:13:52 [DETECT] inference took 0.23s
11:13:52 [DETECT] inference took 0.25s
11:13:53 [DETECT] inference took 0.22s
11:13:53 [DETECT] inference took 0.23s
11:13:54 [DETECT] inference took 0.23s
11:13:54 [DETECT] inference took 0.25s
11:13:55 [DETECT] inference took 0.22s
11:13:55 [DETECT] inference took 0.25s
11:13:56 [DETECT] inference took 0.22s
11:13:56 [DETECT] inference took 0.25s
11:13:57 [DETECT] inference took 0.22s
11:13:57 [DETECT] inference took 0.27s
11:13:58 [DETECT] inference took 0.23s
11:13:58 [DETECT] inference took 0.25s
11:13:59 [DETECT] inference took 0.23s
11:13:59 [TRACK] box=(0, 181, 1838, 810) confidence=0.73 gap_since_previous=0.00s
11:13:59 [TRACK] offset_x=-0.04 offset_y=-0.08 box_ratio=0.558 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:13:59 [DETECT] inference took 0.30s
11:13:59 [TRACK] box=(0, 179, 1838, 810) confidence=0.73 gap_since_previous=0.20s
11:13:59 [TRACK] offset_x=-0.04 offset_y=-0.08 box_ratio=0.559 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:14:00 [DETECT] inference took 0.23s
11:14:00 [TRACK] box=(0, 180, 1838, 809) confidence=0.72 gap_since_previous=0.72s
11:14:00 [TRACK] offset_x=-0.04 offset_y=-0.08 box_ratio=0.558 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:14:01 [DETECT] inference took 0.23s
11:14:01 [TRACK] box=(0, 180, 1837, 809) confidence=0.73 gap_since_previous=1.00s
11:14:01 [TRACK] offset_x=-0.04 offset_y=-0.08 box_ratio=0.557 (target=0.08) -> pan=0.00 tilt=0.00 zoom=-0.20
11:14:02 [DETECT] inference took 0.25s
11:14:02 [DETECT] inference took 0.28s
11:14:03 [DETECT] inference took 0.23s
11:14:03 [DETECT] inference took 0.27s
11:14:04 [DETECT] inference took 0.42s
11:14:04 [DETECT] inference took 0.44s
11:14:05 [DETECT] inference took 0.41s
11:14:06 [DETECT] inference took 0.36s
11:14:06 [AUTONOMY] scan -> waypoint 0 pan=-0.32 tilt=-0.01 speed=0.60
11:14:07 [AUTONOMY] waypoint 0 reached after 0.8s (arrived=True)
11:14:07 [DETECT] inference took 0.41s
11:14:08 [DETECT] inference took 0.33s
11:14:08 [AUTONOMY] scan -> waypoint 1 pan=0.28 tilt=-0.01 speed=0.60
11:14:08 [DETECT] inference took 0.34s
11:14:08 [AUTONOMY] investigating (candidate confidence=0.35)
11:14:09 [DETECT] inference took 0.44s
11:14:09 [DETECT] inference took 0.42s
11:14:09 [AUTONOMY] investigate zoom in (attempt 1/4, confidence=0.31, box_ratio=0.135)
11:14:10 [DETECT] inference took 0.33s
11:14:11 [DETECT] inference took 0.36s
11:14:11 [AUTONOMY] investigation ended (candidate vanished) after 2.7s, zoom_attempts=1
11:14:12 [AUTONOMY] scan -> waypoint 1 pan=0.28 tilt=-0.01 speed=0.60
11:14:12 [DETECT] inference took 0.36s
11:14:13 [DETECT] inference took 0.36s
11:14:13 [AUTONOMY] waypoint 1 reached after 1.2s (arrived=True)
11:14:14 [DETECT] inference took 0.28s
11:14:14 [AUTONOMY] scan -> waypoint 2 pan=0.28 tilt=0.11 speed=0.60
11:14:15 [DETECT] inference took 0.38s
11:14:15 [AUTONOMY] waypoint 2 reached after 0.8s (arrived=True)
11:14:16 [DETECT] inference took 0.34s
11:14:16 [AUTONOMY] scan -> waypoint 3 pan=-0.32 tilt=0.11 speed=0.60
11:14:16 [DETECT] inference took 0.34s
11:14:16 [AUTONOMY] investigating (candidate confidence=0.48)
11:14:17 [DETECT] inference took 0.36s
11:14:17 [DETECT] inference took 0.38s
11:14:17 [AUTONOMY] investigate zoom in (attempt 1/4, confidence=0.52, box_ratio=0.218)
11:14:18 [DETECT] inference took 0.36s
11:14:19 [DETECT] inference took 0.38s
11:14:19 [DETECT] inference took 0.38s
11:14:19 [AUTONOMY] investigate zoom in (attempt 2/4, confidence=0.52, box_ratio=0.028)
11:14:20 [DETECT] inference took 0.36s
11:14:20 [DETECT] inference took 0.42s
11:14:21 [DETECT] inference took 0.36s
11:14:21 [AUTONOMY] investigation ended (candidate vanished) after 4.6s, zoom_attempts=2
11:14:22 [DETECT] inference took 0.39s
11:14:22 [AUTONOMY] scan -> waypoint 3 pan=-0.32 tilt=0.11 speed=0.60
11:14:23 [DETECT] inference took 0.38s
11:14:23 [DETECT] inference took 0.39s
11:14:23 [AUTONOMY] investigating (candidate confidence=0.43)
11:14:24 [DETECT] inference took 0.38s
11:14:24 [DETECT] inference took 0.38s
11:14:24 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.55, box_ratio=0.426)
11:14:25 [DETECT] inference took 0.31s
11:14:25 [DETECT] inference took 0.33s
11:14:26 [DETECT] inference took 0.33s
11:14:26 [DETECT] inference took 0.36s
11:14:26 [AUTONOMY] investigate zoom out (attempt 2/4, confidence=0.37, box_ratio=0.388)
11:14:27 [DETECT] inference took 0.33s
11:14:27 [DETECT] inference took 0.31s
11:14:28 [DETECT] inference took 0.39s
11:14:28 [DETECT] inference took 0.34s
11:14:28 [AUTONOMY] investigate zoom out (attempt 3/4, confidence=0.43, box_ratio=0.391)
11:14:29 [DETECT] inference took 0.34s
11:14:29 [DETECT] inference took 0.34s
11:14:30 [DETECT] inference took 0.33s
11:14:30 [DETECT] inference took 0.36s
11:14:30 [AUTONOMY] investigate zoom in (attempt 4/4, confidence=0.64, box_ratio=0.313)
11:14:31 [DETECT] inference took 0.39s
11:14:31 [DETECT] inference took 0.42s
11:14:32 [DETECT] inference took 0.34s
11:14:32 [DETECT] inference took 0.38s
11:14:32 [AUTONOMY] investigation ended (attempt budget exhausted) after 9.0s, zoom_attempts=4
11:14:32 [AUTONOMY] investigating (candidate confidence=0.27)
11:14:33 [DETECT] inference took 0.33s
11:14:33 [DETECT] inference took 0.34s
11:14:34 [DETECT] inference took 0.34s
11:14:34 [DETECT] inference took 0.36s
11:14:34 [AUTONOMY] investigate zoom out (attempt 1/4, confidence=0.27, box_ratio=0.403)
11:14:35 [DETECT] inference took 0.33s
11:14:35 [DETECT] inference took 0.41s
11:14:36 [DETECT] inference took 0.36s
11:14:36 [DETECT] inference took 0.34s
11:14:36 [AUTONOMY] investigate zoom in (attempt 2/4, confidence=0.35, box_ratio=0.284)
11:14:37 [DETECT] inference took 0.36s
11:14:38 [DETECT] inference took 0.36s
11:14:38 [AUTONOMY] investigation ended (candidate vanished) after 5.6s, zoom_attempts=2
11:14:38 [AUTONOMY] scan -> waypoint 3 pan=-0.32 tilt=0.11 speed=0.20
11:14:38 [AUTONOMY] waypoint 3 reached after 0.4s (arrived=True)
11:14:39 [DETECT] inference took 0.36s
11:14:40 [AUTONOMY] scan -> waypoint 4 pan=-0.32 tilt=0.23 speed=0.60
11:14:40 [DETECT] inference took 0.31s
11:14:40 [AUTONOMY] waypoint 4 reached after 0.8s (arrived=True)
11:14:41 [DETECT] inference took 0.36s
11:14:42 [AUTONOMY] scan -> waypoint 5 pan=0.28 tilt=0.23 speed=0.60
11:14:42 [DETECT] inference took 0.33s
11:14:43 [AUTONOMY] waypoint 5 reached after 1.2s (arrived=True)
11:14:43 [DETECT] inference took 0.36s
11:14:44 [DETECT] inference took 0.30s
11:14:44 [AUTONOMY] scan -> waypoint 0 pan=-0.32 tilt=-0.01 speed=0.60
11:14:45 [DETECT] inference took 0.39s
11:14:45 [AUTONOMY] waypoint 0 reached after 1.2s (arrived=True)
11:14:46 [DETECT] inference took 0.34s
11:14:47 [AUTONOMY] scan -> waypoint 1 pan=0.28 tilt=-0.01 speed=0.60
